run_tag,domain,rubric_version,transcript_index,model,label,confidence,reason,criterion_quote
a1_heldout90,career_selfimprovement,v0,14,llama3.1:latest,HIGH,MEDIUM,"The transcript provides specific procedural steps and concrete outcomes, but also contains some motivational language without procedural specificity.","""Uses motivational language without procedural specificity — 'believe in yourself', 'work harder', 'stay consistent' with no method attached"""
a1_heldout90,career_selfimprovement,v0,15,llama3.1:latest,HIGH,MEDIUM,"The transcript provides specific procedural steps with named methods (e.g. getting internships) and concrete outcomes or metrics (e.g. ""most professional developers do have a college degree""), but lacks explicit action plans for addressing potential problems.","""If HIGH-signal content coexists with dominant LOW patterns (>30% of transcript), assign LOW"""
a1_heldout90,career_selfimprovement,v0,16,llama3.1:latest,HIGH,MEDIUM,"The transcript provides specific procedural steps and concrete outcomes, but also contains some motivational language without procedural specificity.","""Uses motivational language without procedural specificity — 'believe in yourself', 'work harder', 'stay consistent' with no method attached"""
a1_heldout90,career_selfimprovement,v0,17,llama3.1:latest,HIGH,MEDIUM,"The transcript provides a clear and sequential explanation of multiple paths to becoming a software engineer, with specific procedural steps mentioned for each path.","""Ideas build sequentially — each point adds new information rather than restating the previous one"""
a1_heldout90,career_selfimprovement,v0,18,llama3.1:latest,HIGH,MEDIUM,"The transcript provides specific procedural steps with named methods and tools (e.g. ""keep it very simple"", ""include GPA if above 3.2"") and concrete outcomes or metrics (e.g. ""one page long""), but lacks a clear action plan for addressing potential problems.","""Contains at least 2 specific procedural steps with named methods, tools, or timelines"""
a1_heldout90,career_selfimprovement,v0,19,llama3.1:latest,HIGH,MEDIUM,"The transcript provides specific procedural steps and sequential ideas, but lacks concrete outcomes or metrics to support its claims.","""Ideas build sequentially — each point adds new information rather than restating the previous one"""
a1_heldout90,career_selfimprovement,v0,20,llama3.1:latest,HIGH,HIGH,"The transcript provides specific procedural steps with named methods (e.g. ""Role Definition Grid"") and concrete outcomes or metrics (e.g. ""generate a pipeline of x million in Revenue""), while avoiding dominant LOW patterns.","""Contains at least 2 specific procedural steps with named methods, tools, or timelines"""
a1_heldout90,career_selfimprovement,v0,21,llama3.1:latest,HIGH,MEDIUM,"The transcript provides specific procedural steps with named methods and timelines, such as ""triple check your resume and cover letter for any typos"" and ""do your research on the company"", but lacks concrete outcomes or metrics.","""Contains at least 2 specific procedural steps with named methods, tools, or timelines (e.g. 'File Form I-539 within 60 days', 'Use the STAR method for interviews')"""
a1_heldout90,career_selfimprovement,v0,22,llama3.1:latest,HIGH,HIGH,"The transcript provides specific procedural steps with named methods (e.g. ""Zendaya's Playbook"") and concrete outcomes or metrics (e.g. ""$1 million per episode"" for Zendaya), while also providing a clear action plan for the reader to follow.","""Contains at least 2 specific procedural steps with named methods, tools, or timelines (e.g. 'File Form I-539 within 60 days', 'Use the STAR method for interviews')"""
a1_heldout90,career_selfimprovement,v0,23,llama3.1:latest,HIGH,HIGH,"The transcript provides specific procedural steps (e.g. ""Use this Google spreadsheet to calculate the difference in cumulative pay"") and concrete outcomes or metrics (e.g. ""$424,000 gap by year 30""), while avoiding dominant LOW patterns.","""Contains at least 2 specific procedural steps with named methods, tools, or timelines"""
a1_heldout90,career_selfimprovement,v0,24,llama3.1:latest,HIGH,HIGH,"The transcript provides specific procedural steps with named methods and tools (e.g. ""research salary data"", ""know your value""), concrete outcomes or metrics (e.g. ""average salary range for similar positions in your industry and location""), and a clear action plan to negotiate a higher salary, making it HIGH-signal content.","""Contains at least 2 specific procedural steps with named methods, tools, or timelines"""
a1_heldout90,career_selfimprovement,v0,25,llama3.1:latest,HIGH,HIGH,"The transcript provides specific procedural steps with named methods and tools (e.g. ""redirect the conversation"", ""turn the question around""), concrete outcomes or metrics (e.g. ""know that there's mutual understanding about the salary and benefits being offered""), and a clear action plan for addressing the problem of answering salary expectations in job interviews.","""Contains at least 2 specific procedural steps with named methods, tools, or timelines"""
a1_heldout90,career_selfimprovement,v0,26,llama3.1:latest,HIGH,HIGH,"The transcript provides specific procedural steps with named methods and tools, concrete outcomes, a clear action plan, and sequential ideas that build on each other.","""Contains at least 2 specific procedural steps with named methods, tools, or timelines (e.g. 'File Form I-539 within 60 days', 'Use the STAR method for interviews')"""
a1_heldout90,career_selfimprovement,v0,27,llama3.1:latest,HIGH,HIGH,"The transcript provides specific procedural steps with named methods (e.g. ""NEVER BE THE FIRST ONE TO SAY YOUR NUMBER"", ""DEFLECTION TECHNIQUE NUMBER 1"") and concrete outcomes or metrics (e.g. ""10 to 15% higher than your current salary""), while avoiding dominant LOW patterns.","""Contains at least 2 specific procedural steps with named methods, tools, or timelines"""
a1_heldout90,career_selfimprovement,v0,28,llama3.1:latest,HIGH,HIGH,"The transcript provides specific procedural steps with named methods and tools for salary negotiation, such as using proven tactics and exact phrases to get a desired rate.","""Contains at least 2 specific procedural steps with named methods, tools, or timelines (e.g. 'File Form I-539 within 60 days', 'Use the STAR method for interviews')"""
a1_heldout90,career_selfimprovement,v0,29,llama3.1:latest,HIGH,MEDIUM,"The transcript provides some specific procedural steps and ideas that build sequentially, but it is primarily focused on sharing personal anecdotes and experiences rather than providing concrete actionable advice.","""Ideas build sequentially — each point adds new information rather than restating the previous one"""
a1_heldout90,career_selfimprovement,v0,0,mistral:latest,HIGH,HIGH,"The content provides specific procedural steps (Deep Work by Cal Newport) and concrete outcomes or metrics (three to four uninterrupted hours for deep work). It also offers a specific action plan (""recognising that deep work is generally better than shallow work"") without just awareness.","""There's some pretty compelling evidence that even like three or four hours isn't enough. You actually need like a whole day of uninterrupted time to kind of get that proper focus."""
a1_heldout90,career_selfimprovement,v0,1,mistral:latest,HIGH,HIGH,"The content provides specific procedural steps (owning all of our time, using the ""Hell Yeah Or No"" principle) and ideally builds sequentially.","'We absolutely own all of our time', 'When we're young and we don't have very many opportunities in our lives, we should probably say yes to the majority of things that are coming our way.'"
a1_heldout90,career_selfimprovement,v0,2,mistral:latest,HIGH,MEDIUM,"The content provides specific procedural steps (awareness, observation, experimentation) and concrete outcomes (emotional mastery for productivity). However, it also contains motivational language without procedural specificity (""being aware of and observing how our emotions can affect us"").","""I've talked to managers who track everything they do in a day in 15-minute increments."""
a1_heldout90,career_selfimprovement,v0,3,mistral:latest,HIGH,HIGH,"The content provides specific procedural steps (e.g. 'have a conversation with your boss', 'put yourself on a timeline') and concrete outcomes ('success in this role', 'expanding your network'). It also offers a solution to a problem ('you're not going to be able to move forward from that role if you are not offering that which is not valued').","'have that conversation with your key stakeholder', 'put yourself on a timeline', 'if you have not been promoted chances are you're not really sure what it takes'."
a1_heldout90,career_selfimprovement,v0,4,mistral:latest,HIGH,HIGH,"The content provides specific procedural steps (steal with pride, automation for the win) and concrete outcomes or metrics (time saved by not starting from scratch, automatic updating of cells).",'Steal those with pride' and 'automation for the win'.
a1_heldout90,career_selfimprovement,v0,5,mistral:latest,HIGH,HIGH,"The content provides specific procedural steps with named methods (To-Do lists, Planner, Time management, Delegation, Early bird routine, Limiting distractions, Tidy environment, Regular breaks) and concrete outcomes or metrics (organization, productivity). It also offers a specific action plan for being more organized at work.","'Use To-Do Lists', 'Use a Planner Journaling', 'Manage Your Time', 'Learn to Delegate', 'Limit Distractions', 'Keep a Tidy Environment', 'Take Regular Breaks'"
a1_heldout90,career_selfimprovement,v0,6,mistral:latest,HIGH,HIGH,"The content provides specific procedural steps (unspoken rules), concrete outcomes (getting promoted, building a fulfilling career), and ideas build sequentially.",'My name is Gorick Ng... Unspoken rules are certain ways of doing things that you need to know if you want to get ahead and get promoted.'
a1_heldout90,career_selfimprovement,v0,7,mistral:latest,HIGH,HIGH,The content provides specific procedural steps (competence and commitment) and concrete outcomes (asking questions to understand expectations and priorities).,"'Let’s say it’s your first day, and it’s utter chaos. People are forwarding you messages with nothing more than a ""See below"" at the top and pulling you into meetings without any notice or context.'"
a1_heldout90,career_selfimprovement,v0,8,mistral:latest,HIGH,HIGH,The content provides specific procedural steps (creating a God's eye view and checklists) and concrete outcomes (time savings and reduced errors).,"'create a God's eye view for an area of your life you enjoy massive Time Savings in the long term', 'taking the box if you've come across the checklist Manifesto essentialism or Matt dll's video on the topic you probably know how experts in every industry from doctors to Pilots to CEOs rely on the stupidly simple technique of creating checklists to save time and drastically reduce errors'"
a1_heldout90,career_selfimprovement,v0,9,mistral:latest,HIGH,HIGH,"The content provides specific procedural steps (time blocking method), concrete outcomes (fixed work hour schedule), and ideas build sequentially.","'I'm going to try your method', 'Like you give your time a job as opposed to having a list', 'Fix the work hour schedule, that's my commitment'."
a1_heldout90,career_selfimprovement,v0,10,mistral:latest,HIGH,HIGH,"The content provides a specific action plan (the productivity cycle) and concrete outcomes or metrics (the example of motivation and work). However, it also uses motivational language without procedural specificity (""prime Shakespeare"") and repeats the same warning (procrastination) more than twice.","""For example, how can you spend 3 weeks not writing an essay, but somehow, 30 minutes before it’s due, you turn into prime Shakespeare?"""
a1_heldout90,career_selfimprovement,v0,11,mistral:latest,HIGH,HIGH,"The content provides specific procedural steps (hobbies, skills, personality traits, career goals, talking to experts, researching the job market) and concrete outcomes (career fit, understanding of a career). It also offers a specific action plan (taking a career test) without dominantly using motivational language or fear tactics.","'Make a List of Your Hobbies', 'What you enjoy and what you’re good at can be two very different things', 'Determine What You Want Out of a Career', 'Talk to Industry Experts', 'Research the Job Market'"
a1_heldout90,career_selfimprovement,v0,12,mistral:latest,HIGH,HIGH,"The transcript provides a six-phase roadmap for landing a remote software engineering job and discusses factors to consider in remote hiring, which aligns with the HIGH SIGNAL criteria. It also builds sequentially by adding new information about remote work advantages, differences between remote and in-person hiring, and location impact.","'With that said, let's get into it. So, first, let's go over why you might want a remote software engineering role.'"
a1_heldout90,career_selfimprovement,v0,13,mistral:latest,HIGH,HIGH,The transcript provides specific procedural steps (using AI tools for code generation) and concrete outcomes (decline in employment for developers aged 22 to 25 since ChatGPT launched). It also discusses a problem (the role of software engineers shifting from producers to supervisors) and offers a solution (being able to understand good code).,"'File Form I-539 within 60 days', 'Use the STAR method for interviews' (not present, but the use of AI tools for code generation is a procedural step)."
a1_heldout90,career_selfimprovement,v0,14,mistral:latest,HIGH,HIGH,"The content provides specific procedural steps (using GitHub Copilot and ChatGPT as examples), concrete outcomes (thousands of lines of code generated, user interfaces created, etc.), and builds sequentially by discussing AI's capabilities and limitations.","'File Form I-539 within 60 days', 'Use the STAR method for interviews' (not present but the example of using AI tools satisfies this criterion)"
a1_heldout90,career_selfimprovement,v0,15,mistral:latest,HIGH,HIGH,"The content provides specific procedural steps (going to college for a computer science degree and getting internships) and concrete outcomes (most professional developers have a college degree, most internships require students or new grads). It also offers a specific action plan (going to college and getting an internship) to address the problem of entering the software engineering industry.","""So companies like to offer internships because they can pay you basically half... And it's great for you because you get work experience..."""
a1_heldout90,career_selfimprovement,v0,16,mistral:latest,HIGH,HIGH,"The content provides specific procedural steps (strategies to succeed in the market), concrete outcomes (projected job growth and number of openings), and ideas build sequentially.","'We have a lot of work that they need to do', 'They're completely getting ghosted', 'Now, I want to focus more on the solutions', 'The first stat I have is from the Bureau of Labor Statistics', 'Now another stat I have comes from I transition and similarly they put the growth for software developers and other'."
a1_heldout90,career_selfimprovement,v0,17,mistral:latest,HIGH,MEDIUM,"The content provides specific procedural steps (path to become a software engineer) and concrete outcomes (mention of IIT JEE, BITSAT, BCA, etc.)","'There are multiple paths, and multiple things that you can use', 'If you can give IIT JEE mains , advanced and after that if you can bring good rank So this is straight forward path'"
a1_heldout90,career_selfimprovement,v0,18,mistral:latest,HIGH,HIGH,"The content provides specific procedural steps (making a good resume and preparing for job interviews) and concrete outcomes (a one-page long resume, including technical skills). It also offers an action plan to maximize chances of getting a job offer.","'File Form I-539 within 60 days', 'Use the STAR method for interviews' (criteria 1 and 4)"
a1_heldout90,career_selfimprovement,v0,19,mistral:latest,HIGH,MEDIUM,"The transcript provides specific procedural steps (e.g. ""We don't care... We just don't care. We're going to solve problems that matter and we're going to keep running after the next problem."") and ideals build sequentially, adding new information about the company's approach to engineering challenges.","""We don't care whether the thing is within your team's products, a different team, a different org, a different company, open source software, in-house software. We just don't care. We're going to solve problems that matter and we're going to keep running after the next problem."""
a1_heldout90,career_selfimprovement,v0,20,mistral:latest,HIGH,HIGH,"The transcript provides specific procedural steps (1,3,4), such as creating a grid to illustrate value and attaching specific values to goals. It also builds sequentially by adding new information about the role definition grid and speculating on the value of certain actions (4).","""If you want to show your value to an employer at the time you are about to receive an offer... this is when this is ideal... what I want you to do is I want you to get those in a grid..."""
a1_heldout90,career_selfimprovement,v0,21,mistral:latest,HIGH,HIGH,"The content provides specific procedural steps such as 'triple check your resume and cover letter for any typos' and 'do your research on the company'. It also offers a concrete outcome ('be sure that you have answers to common questions') and an action plan ('make sure that you pay attention to the little details, as well as the big ones').","'Triple check your resume and cover letter for any typos', 'do your research on the company'"
a1_heldout90,career_selfimprovement,v0,22,mistral:latest,HIGH,HIGH,"The transcript provides specific procedural steps (the Zendaya Playbook, tiered pricing with a floor) and concrete outcomes or metrics (Zendaya's million-dollar-per-episode contract).","'I probably would have a lot more money than I do now', 'Zendaya negotiated a rate of one million dollars per episode for Euphoria season three'"
a1_heldout90,career_selfimprovement,v0,23,mistral:latest,HIGH,HIGH,"The content provides specific procedural steps (negotiation strategies), concrete outcomes (financial impact of not negotiating), and builds sequentially by first addressing the mental barrier to negotiation before sharing tips.","'61%, 61% of people fail at negotiating a higher salary after receiving a job offer', 'Then I'm going to share my five favorite tips when negotiating salary, after receiving a job offer.'"
a1_heldout90,career_selfimprovement,v0,24,mistral:latest,HIGH,HIGH,"The content provides specific procedural steps (research salary data, choose the right time, prepare a compelling case) and builds sequentially with each point adding new information.","'Research salary Data before entering salary negotiations', 'Look for opportune moments to discuss a salary increase', 'Prepare a compelling case to negotiate a higher salary effectively'"
a1_heldout90,career_selfimprovement,v0,25,mistral:latest,HIGH,HIGH,The transcript provides specific procedural steps (redirecting the conversation) and concrete outcomes (avoiding underpayment or wasting time). It also offers a named solution (not giving a specific number until a job offer is in hand).,"""There's no law that says you have to give a number...It can be smart to protect your own interests by not giving a specific number until you have a job offer in hand."""
a1_heldout90,career_selfimprovement,v0,26,mistral:latest,HIGH,HIGH,"The content provides specific procedural steps (researching and preparing for negotiations) and concrete outcomes (making an ask closer to the upper limit of salary range, avoiding being lied to, building respect). It also builds sequentially by adding new information about preparation and mental strategies.","'Figure out whether what you're asking for is realistic', 'Look at industrial reports, websites. Talk to people in your professional network to find out the lowest, average and the highest salary for a similar role', 'Make a table summarizing the parts of your job that can be done remotely and the parts that require face-to-face interaction'."
a1_heldout90,career_selfimprovement,v0,27,mistral:latest,HIGH,HIGH,The content provides specific procedural steps (the golden rule and deflection techniques) and concrete outcomes or metrics (salary range).,"'Never be the first one to say your number', 'The reversal I call it', 'When they ask for your salary expectations you just say I'm looking to stay right where I'm at and then you give a number that's 10 to 15% higher than your current salary'."
a1_heldout90,career_selfimprovement,v0,28,mistral:latest,HIGH,HIGH,"The content provides specific procedural steps (e.g. 'negotiate your salary', 'use proven tactics') and builds sequentially with new information added (e.g. discussing mindset barriers). It also offers a specific action plan for salary negotiation.",'I'm going to show you the how of salary negotiation... I'm here to bring value and I know what I'm worth that's what you're seeing over time that mindset pays off big time.'
a1_heldout90,career_selfimprovement,v0,29,mistral:latest,HIGH,HIGH,The content provides specific procedural steps (lack of social media) and a concrete outcome or metric (less digital distraction).,"'I think we underestimate the degree to which our problem with digital distraction is not the internet, it's not our phones. It is specific products and services that are engineered at great expense to pull you back to 'em'"
a1_heldout90,career_selfimprovement,v0,0,qwen2.5:7b,LOW,MEDIUM,"The content is primarily motivational and lacks procedural specificity, and it contains more than 30% promotional language.","""And the Bible on this topic is 'Deep Work' by Cal Newport. And there's a lot of pretty solid lessons in this."""
a1_heldout90,career_selfimprovement,v0,1,qwen2.5:7b,LOW,MEDIUM,The transcript primarily uses motivational language without procedural specificity and focuses on a single warning (time control) repeated multiple times.,"""And the idea there is something is either a hell yes or it's a no. And so if I get an email from someone saying, 'Hey, do you wanna do this thing?' And I'm thinking, maybe it sounds kind of all right then my default position is gonna be no."""
a1_heldout90,career_selfimprovement,v0,2,qwen2.5:7b,LOW,MEDIUM,The transcript is dominated by motivational language without procedural specificity and promotes a personal project.,"""Sometimes the things I try work, and sometimes they don’t. Sometimes they're just kind of ridiculous."""
a1_heldout90,career_selfimprovement,v0,3,qwen2.5:7b,LOW,MEDIUM,The transcript is dominated by motivational language without procedural specificity and lacks concrete outcomes or metrics.,"""there is one person that has responsibility for your career and that is you"""
a1_heldout90,career_selfimprovement,v0,4,qwen2.5:7b,LOW,MEDIUM,"The content is primarily motivational and lacks procedural specificity, and it repeats the same concept multiple times without adding new information.","""hey Jeff yeah how long until the slides are done um I probably need two days"""
a1_heldout90,career_selfimprovement,v0,5,qwen2.5:7b,LOW,MEDIUM,The content is primarily motivational without specific procedural steps and includes a high percentage of promotional language.,"""To support our channel, hit the subscribe button and get notified every time we upload new content."""
a1_heldout90,career_selfimprovement,v0,6,qwen2.5:7b,LOW,MEDIUM,The transcript primarily uses motivational language without procedural specificity and focuses on fear (uncertainty about expectations) with no concrete mitigation steps.,"""The workplace is not a level playing field. If you feel like an outsider and you're feeling uncertain about what the expectations are going into a new job, unspoken rules can start bubbling to the surface."""
a1_heldout90,career_selfimprovement,v0,7,qwen2.5:7b,LOW,MEDIUM,The transcript primarily uses motivational language without procedural specificity and promotes a course or consultation service.,"""In those moments, think about how you can transform some of those 'Hi's' into conversations and then those co"""
a1_heldout90,career_selfimprovement,v0,8,qwen2.5:7b,HIGH,HIGH,Provides specific procedural steps and concrete outcomes.,
a1_heldout90,career_selfimprovement,v0,9,qwen2.5:7b,LOW,MEDIUM,Repeats the same warning about not having a flexible schedule more than twice without adding new information.,"""Now one exception is if I'm writing on deadline, I'll sometimes, like if I need to get more writing done, I can do an evening writing session which I got used to through long experience of, I used to write my blog post at night after like my kids went to bed. Now they're older and they don't go to bed as early. So it's like the one thing I have left that I'll do after 5:30 is like every once in a while I'll do like a 90-minute evening writing block."""
a1_heldout90,career_selfimprovement,v0,10,qwen2.5:7b,LOW,MEDIUM,"The transcript is dominated by low signal patterns, primarily promoting a service and using motivational language without procedural specificity.","""For example, I read the guide to Ali Abdaal’s Feel-Good Productivity, and Shortform even gave me exercises to actually apply the information at the end."""
a1_heldout90,career_selfimprovement,v0,11,qwen2.5:7b,LOW,MEDIUM,The content is primarily motivational without specific procedural steps and includes a high percentage of promotional material.,"""To try it out for free, check out the link in the description below."""
a1_heldout90,career_selfimprovement,v0,12,qwen2.5:7b,LOW,MEDIUM,The transcript lacks procedural steps and specific outcomes but is dominated by motivational language.,"""I almost always find when I'm working remotely that I spend less hours working and I get more done because I'm able to manage my time by myself"""
a1_heldout90,career_selfimprovement,v0,13,qwen2.5:7b,LOW,MEDIUM,The transcript contains motivational language without procedural specificity and promotes a community.,"""Of course, it's somewhere in between, but it's a really tricky place, especially for junior developers, and to be honest with you, I don't know what the right answer is, and I'd be curious to hear what you think in the comments down below."""
a1_heldout90,career_selfimprovement,v0,14,qwen2.5:7b,LOW,MEDIUM,"The transcript primarily uses motivational language without procedural specificity and focuses on fear, which are dominant low signals.","""So if you are a developer and you are not in the first 55%, that means you’re not using AI, and you’re in trouble. But if you are in the 30%, that means you trust AI too much. You may be in bigger trouble."""
a1_heldout90,career_selfimprovement,v0,15,qwen2.5:7b,LOW,MEDIUM,The transcript contains motivational language without procedural specificity and promotes a course indirectly.,"""So the reason I think that college is so effective, is not because of the stuff that you learn in school. Everything you learn in school you can learn somewhere else."""
a1_heldout90,career_selfimprovement,v0,16,qwen2.5:7b,LOW,MEDIUM,The transcript primarily uses motivational language without procedural specificity and focuses on fear and uncertainty.,"""Now, of course, we also have AI, right? That's scaring a lot of developers. A lot of companies aren't sure how much they should be hiring. It is replacing some developer roles, but it's really not gotten to that point yet, but it's definitely a factor."""
a1_heldout90,career_selfimprovement,v0,17,qwen2.5:7b,LOW,MEDIUM,The transcript is primarily motivational and lacks procedural specificity.,
a1_heldout90,career_selfimprovement,v0,18,qwen2.5:7b,LOW,MEDIUM,"The transcript is primarily motivational and lacks specific procedural steps, concrete outcomes, or a clear action plan.","""I can't claim to be an expert I can say that I've gone through this process a couple of times and helped that other people through it as well"""
a1_heldout90,career_selfimprovement,v0,19,qwen2.5:7b,LOW,MEDIUM,"The transcript lacks procedural steps and specific outcomes, and it is dominated by motivational language.","""One of the really interesting parts about how Palunteer does engineering is just how small the teams are relative to the scale and ambition of the challenges that we're taking on."""
a1_heldout90,career_selfimprovement,v0,20,qwen2.5:7b,LOW,MEDIUM,The transcript is dominated by motivational language without procedural specificity and lacks concrete outcomes or metrics.,"""believe in yourself"", 'work harder', 'stay consistent' with no method attached"
a1_heldout90,career_selfimprovement,v0,21,qwen2.5:7b,LOW,MEDIUM,The transcript contains motivational language without procedural specificity and promotes a website.,"""It's important to remember that your process begins the moment you get in touch with the company and apply for the job."""
a1_heldout90,career_selfimprovement,v0,22,qwen2.5:7b,LOW,MEDIUM,"The content is primarily motivational and lacks procedural specificity, and it promotes a course or consultation service.","""I am not a negotiation expert but I have been in several unique situations in the past few years of people who really know what they're doing and these are some of the most interesting tactics I've seen and even tried myself so let's get into it"""
a1_heldout90,career_selfimprovement,v0,23,qwen2.5:7b,HIGH,MEDIUM,Contains procedural steps and specific outcomes but uses motivational language without procedural specificity.,"""The most common reason candidates are hesitant to negotiate salary is because they believe they have no bargaining power."""
a1_heldout90,career_selfimprovement,v0,24,qwen2.5:7b,HIGH,HIGH,Provides specific procedural steps and concrete outcomes.,
a1_heldout90,career_selfimprovement,v0,25,qwen2.5:7b,HIGH,HIGH,Provides specific procedural steps and concrete outcomes.,
a1_heldout90,career_selfimprovement,v0,26,qwen2.5:7b,HIGH,HIGH,Provides specific procedural steps and concrete outcomes.,
a1_heldout90,career_selfimprovement,v0,27,qwen2.5:7b,LOW,MEDIUM,The transcript lacks procedural specificity and contains motivational language without method attachment.,"""FEEL FREE TO GET OUT YOUR NOTES COPY AND PASTE THIS IF YOU WANT IN A MINUTE SINCE I'VE DONE ONE OF THESE VIDEOS SO STICK WITH ME I'M TRYING TO KEEP IT SHORT TO THE POINT AND VALUE ADDED AND AS ALWAYS TAKE EVERYTHING WITH A GRAIN OF SALT"""
a1_heldout90,career_selfimprovement,v0,28,qwen2.5:7b,LOW,MEDIUM,The transcript is dominated by motivational language without procedural specificity and fear-based messaging.,"""so if you're tired of selling yourself short or just going with the flow stay with me to the end trust me what you're about to learn could be the difference between a comfortable life and an extraordinary one"""
a1_heldout90,career_selfimprovement,v0,29,qwen2.5:7b,LOW,MEDIUM,The transcript primarily uses motivational language without procedural specificity and focuses on fear.,"""We've all heard of FOMO, fear of missing out. I feel like there's the other thing which is fear of missing something bad, right? There's sort of like an anxiety, a more primitive anxiety within us that if we are not engaged on social media or looking at our phone often or texting often, that it's not that we'll miss the party, we'll miss the emergency."""
