domain,transcript_index,signal_level,agreement,votes_high,votes_low,all_agree,llama_label,mistral_label,qwen_label,llama_criterion,mistral_criterion,qwen_criterion
career_selfimprovement,10,HIGH,0.667,2,1,False,HIGH,HIGH,LOW,"""Contains at least 2 specific procedural steps with named methods, tools, timelines, or defined techniques — conceptual definitions alone do not qualify but named practices or described processes do""","""In this video, I'm going to show you exactly what's happening with AI in tech companies right now, and more importantly, the three specific strategies you can take to stay relevant in this new landscape.""","""90% of code will be written by AI within 6 months. At least that's what tech CEOs want you to think."""
career_selfimprovement,11,HIGH,0.667,2,1,False,HIGH,HIGH,LOW,"""More than 30% of content promotes a course, consultation service, community, or product""","""but like not as bad as August when we clocked in at 8.3 inflation it's a big dip there""","""but first I'd like to thank today's sponsor nobody nobody sponsors these videos they offer nothing and for a limited time you can use offer code rubber tuck recruiter to get 20 off absolutely nothing"""
career_selfimprovement,12,HIGH,0.667,2,1,False,HIGH,HIGH,LOW,"""Contains at least 2 specific procedural steps with named methods, tools, timelines, or defined techniques""","""save your money boom that's number one don't buy an expensive car until you own a piece of property""","""but it's also 120 000 but if you're living if you're renting the wrong move sell that thing and buy a piece of property"""
career_selfimprovement,13,HIGH,0.667,2,1,False,HIGH,HIGH,LOW,Ideas build sequentially — each point adds new information rather than restating the previous one,"""people need to find their obsessions so that they're not averaged""","""if you don't find those things and you're just gonna be average you're gonna be in the passenger of somebody's seat"""
career_selfimprovement,14,HIGH,0.667,2,1,False,HIGH,HIGH,LOW,"""Contains at least 2 specific procedural steps with named methods, tools, timelines, or defined techniques — conceptual definitions alone do not qualify but named practices or described processes do""","""the person with good spirits the person who comes into life excited... is magnetic that person will literally start attracting great opportunities to them""","""if you could develop one quality within yourself that would reliably separate you from anyone in business or otherwise what skill do you think you would cultivate"""
career_selfimprovement,15,LOW,0.667,1,2,False,HIGH,LOW,LOW,"""Contains at least 2 specific procedural steps with named methods, tools, timelines, or defined techniques — conceptual definitions alone do not qualify but named practices or described processes do""","""The only person who can judge you on your success is you.""","""And I work all the time. That's all I do. And I work until I can't work."""
career_selfimprovement,16,LOW,0.667,1,2,False,HIGH,LOW,LOW,"""Motivational language dominates the transcript with no actionable method attached — phrases like believe in yourself or stay consistent appear repeatedly and procedural steps are absent or trivial""","""you got to do something you've never done you got to say something you never said""",
career_selfimprovement,17,HIGH,0.667,2,1,False,HIGH,HIGH,LOW,"""Contains at least 2 specific procedural steps with named methods, tools, timelines, or defined techniques — conceptual definitions alone do not qualify but named practices or described processes do""","""So let me share with you a little but about my journey. How I have developed all my high income skills. And how I can of stacking each high income skill one on another and build my empire.""","""Now that may or may not be a lot of money for some people but to me back then I felt like a million bucks. I thought I was rich. I thought I could do this forever, it's awesome."""
career_selfimprovement,18,HIGH,0.667,2,1,False,HIGH,HIGH,LOW,"""Contains at least 2 specific procedural steps with named methods, tools, timelines, or defined techniques — conceptual definitions alone do not qualify but named practices or described processes do""","""I'm gonna be showing you step by step move by move on how ClickFunnels generated over $10 million in sales for me online""","""I'm gonna be showing you step by step move by move on how ClickFunnels generated over $10 million in sales for me online, and I'm gonna break down to you five different ways on how you can make it happen as well."""
career_selfimprovement,19,HIGH,0.667,2,1,False,HIGH,HIGH,LOW,"""Contains at least 2 specific procedural steps with named methods, tools, timelines, or defined techniques — conceptual definitions alone do not qualify but named practices or described processes do""","""Success isn't a lottery ticket... You have to put in the reps... The right time isn't coming. The right time is now.""","""Stop focusing on luck. Start focusing on what you can control, your actions."""
tech_ai,20,HIGH,1.0,3,0,True,HIGH,HIGH,HIGH,"""Explains mechanism or tradeoff — not just what but why, with technical reasoning""","""Explains mechanism or tradeoff — not just what but why, with technical reasoning""","""any e character can only be followed by either an A or an i and any eye cannot be followed by another ey basically that means it can be followed by any other character except for I"""
tech_ai,21,HIGH,1.0,3,0,True,HIGH,HIGH,HIGH,"""Explains mechanism or tradeoff — not just what but why, with technical reasoning""","""Let me explain it to you because it's definitely counterintuitive, at least for me. Remember how when we get to a k value, we want to then look backwards in reverse order to see if there's any values greater than this value. For us to do that efficiently, it would be nice if our stack was always in decreasing order""",
tech_ai,22,HIGH,1.0,3,0,True,HIGH,HIGH,HIGH,"""Names specific technologies, algorithms, data structures, or architectural patterns with accurate technical detail""","""Explains mechanism or tradeoff — not just what but why, with technical reasoning""","""the sliding window pattern is used when you need to process a series of data elements like a list or string in the sliding window pattern you find specific things in a list by looking at a smaller part of the list at a time"""
tech_ai,23,HIGH,1.0,3,0,True,HIGH,HIGH,HIGH,"""Names specific technologies, algorithms, data structures, or architectural patterns with accurate technical detail""","""With AgentCore, you get a secure serverless runtime built for the dynamic needs of agent workloads""",
tech_ai,24,HIGH,0.667,2,1,False,HIGH,HIGH,LOW,"""Uses hype language without technical substance — AI will change everything, this is revolutionary, you must learn this now with no technical explanation""","""Explains mechanism or tradeoff — not just what but why, with technical reasoning""","""I even question questioned Sam Alman and open ai's ethics"""
tech_ai,25,HIGH,0.667,2,1,False,HIGH,HIGH,LOW,"""Explains mechanism or tradeoff — not just what but why, with technical reasoning""","""Explains mechanism or tradeoff — not just what but why, with technical reasoning""","""just improve your problem solving skills and you'll be able to pass all your coding interviews just solve some linkless questions over here and some tree questions over there and then you'll be able to derive the edit distance algorithm yourself"""
tech_ai,26,HIGH,1.0,3,0,True,HIGH,HIGH,HIGH,"""Names specific technologies, algorithms, data structures, or architectural patterns with accurate technical detail (e.g. stack-based O(n) solution, Project Mainline module updates, M5 neural engine)""","""Explains mechanism or tradeoff — not just what but why, with technical reasoning""",
tech_ai,27,HIGH,1.0,3,0,True,HIGH,HIGH,HIGH,"""Names specific technologies, algorithms, data structures, or architectural patterns with accurate technical detail (e.g. stack-based O(n) solution, Project Mainline module updates, M5 neural engine)""","""The M5 has like 25% higher memory bandwidth than the M4 base. And you also see some nice performance gains in GPUbound tasks.""","""The M5 has like 25% higher memory bandwidth than the M4 base. And you also see some nice performance gains in GPUbound tasks."""
tech_ai,28,LOW,0.667,1,2,False,HIGH,LOW,LOW,"""Covers a technical problem with a specific solution path, not just awareness of the problem""","""This may be the biggest revision ever, Sarah. We minus 911,000."" ""Likewise, the Dow Jones surpassed 47,000 points for the first time in history."" ""The World Economic Forum projects that 92 million jobs will be displaced by AI by 2030.""","""This may be the biggest revision ever, Sarah. We minus 911,000."""
tech_ai,29,LOW,1.0,0,3,True,LOW,LOW,LOW,"""Recommends learning a technology or skill without any explanation of what it does, how it works, or why it matters technically""","""We're constructing these aliens, but they're going to get here in about 10 years and they're going to be smarter than us. We should be thinking very, very hard. How are we going to coexist with these things?""","""There's one piece of good news, which is all the different countries are aligned in not wanting AI to take over from people."""
tech_ai,30,HIGH,0.667,2,1,False,HIGH,HIGH,LOW,"""Explains mechanism or tradeoff — not just what but why, with technical reasoning""","""When the dust settles, whenever this bubble pops, there's going to be tens, if not hundreds of billions of dollars that will literally be incinerated.""","""And so one of the questions to potentially ask yourself is what will be the like those and AltaVista equivalents for today's IE breathless environments because there will be many"""
tech_ai,31,HIGH,0.667,2,1,False,HIGH,HIGH,LOW,"""Names specific technologies, algorithms, data structures, or architectural patterns with accurate technical detail""","""Explains mechanism or tradeoff — not just what but why, with technical reasoning""","""And I didn't even know what dynamic programming was. But believe it or not, 50 problems was enough for me to get an internship at a bank."""
tech_ai,32,LOW,1.0,0,3,True,LOW,LOW,LOW,"""Uses hype language without technical substance — AI will change everything, this is revolutionary, you must learn this now with no technical explanation""","""AI will change everything, this is revolutionary""","""while there's obviously a lot to be excited about project Stargate also brings up some concerns the first one obviously being data privacy and surveillance"""
tech_ai,33,HIGH,0.667,2,1,False,HIGH,HIGH,LOW,"""Names specific technologies, algorithms, data structures, or architectural patterns with accurate technical detail""","""Everyone's talking about AI and everyone's promising that it's going to replace jobs, change the industry, and rewrite the world.""",
tech_ai,34,LOW,1.0,0,3,True,LOW,LOW,LOW,"""Uses hype language without technical substance — AI will change everything, this is revolutionary, you must learn this now with no technical explanation""","""If you are in tech right now, you felt this the anxiety, that refresh of LinkedIn seeing another open to work banner.""","""And the path of least resistance is almost always the same more layoffs."""
tech_ai,35,LOW,0.667,1,2,False,HIGH,LOW,LOW,"""Names specific technologies, algorithms, data structures, or architectural patterns with accurate technical detail""","""If you want to sell your shares, I'll find you a buyer.""",
tech_ai,36,HIGH,0.667,2,1,False,HIGH,HIGH,LOW,"""Covers a technical problem with a specific solution path, not just awareness of the problem""","""you're going to have an assignment that you have to submit by Sunday midnight""","""so I'm gonna tell you that so come prepared if you have time if you're watching right now and if you have time before landing in United States whatever your coursework is start reviewing it start figuring out talk to your"""
tech_ai,37,LOW,0.667,1,2,False,HIGH,LOW,LOW,"""Covers a technical problem with a specific solution path, not just awareness of the problem""","""This is one of countless tricks used by tech giants.""","""This isn't because of your slow internet speed or some glitch. It's a calculated move by tech giants who understand that by creating anticipation, they'll be able to trigger more dopamine in your brain."""
tech_ai,38,LOW,0.667,1,2,False,HIGH,LOW,LOW,"""Covers a technical problem with a specific solution path, not just awareness of the problem""","""I don't have to go through lottery. >> It's going to completely decimate job prospects of all students who are coming in at entry level.""","""It's going to completely decimate job prospects of all students who are coming in at entry level."""
tech_ai,39,LOW,0.667,1,2,False,HIGH,LOW,LOW,"""Covers a technical problem with a specific solution path, not just awareness of the problem""","""most people think that we are living through another technological Revolution like the steam engine or the internet we're not we're living through the end of the entire concept of jobs as we know them""","""you're also someone who's looking to find better answers you also know that this change is coming and understanding it might be the most important thing we can do right now"""
general_education,40,HIGH,1.0,3,0,True,HIGH,HIGH,HIGH,"Explains a mechanism, phenomenon, or concept from first principles with logical steps","""Explains a mechanism from first principles with logical steps"", ""Uses a specific analogy (handwritten digits) that illuminates the concept accurately"", ""Arrives at a non-obvious insight (neural networks can learn to recognize handwritten digits)"", ""Accurately represents complexity — does not oversimplify to the point of inaccuracy"", ""If covering a problem or risk, provides historical context (the boom in research towards neural network variants)""","""My hope is that you come away feeling like the structure itself is motivated, and to feel like you know what it means when you read, or you hear about a neural network quote-unquote learning."""
general_education,41,HIGH,1.0,3,0,True,HIGH,HIGH,HIGH,"""Explains a mechanism, phenomenon, or concept from first principles with logical steps""","""The quality of your ideas, in that order... So you can get a lot better than people who may have inherent talents if you have the right amount of knowledge.""","""And I was a better skier because I had the K, and I had the P, and all she had was the T. So you can get a lot better than people who may have inherent talents if you have the right amount of knowledge."""
general_education,42,HIGH,1.0,3,0,True,HIGH,HIGH,HIGH,"""Explains a mechanism, phenomenon, or concept from first principles with logical steps""","""This could help unlock the fundamental laws of the universe""","""Why have they been searching for this, and what does it mean now that they've found it? This could help unlock the fundamental laws of the universe."""
general_education,43,HIGH,1.0,3,0,True,HIGH,HIGH,HIGH,"""Explains a mechanism, phenomenon, or concept from first principles with logical steps""","""The content explains Russell's paradox from first principles with logical steps""","""There is a town with one barber and his task is to shave all and only those who do not shave themselves. Now, the question is, does the barber shave himself?"""
general_education,44,HIGH,1.0,3,0,True,HIGH,HIGH,HIGH,"""Explains a mechanism, phenomenon, or concept from first principles with logical steps""","""When we do the math, we find that the decreased brightness due to the distance of the stars and the increased brightness due to the extra number of stars exactly cancel out.""","""Therefore, the second layer should be just as bright as the first. As we keep going through the layers, it's the same story."""
general_education,45,HIGH,1.0,3,0,True,HIGH,HIGH,HIGH,"""Uses a specific analogy, thought experiment, or concrete example that illuminates the concept accurately""","""Air flows smoothly around curved wings. But a wing’s curvature is not the cause of lift.""","""Explains a mechanism, phenomenon, or concept from first principles with logical steps"""
general_education,46,HIGH,1.0,3,0,True,HIGH,HIGH,HIGH,"Explains a mechanism, phenomenon, or concept from first principles with logical steps","""We can define a boundary to an infinite universe, at least mathematically"" and ""In fact, if we twist our human intuition and our mathematics to its limit we can build our picket fence around an infinite universe.""","""In order to wrap our puny human minds around such a notion we like to come up with boundaries."""
general_education,47,HIGH,0.667,2,1,False,HIGH,HIGH,LOW,"""Arrives at a non-obvious insight or counterintuitive conclusion supported by the explanation""","""I had a hypothesis that the brains of procrastinators were actually different than the brains of other people.""","""I thought that was the end of everything. But a week later I get a call, and it's the school. And they say, 'Is this Tim Urban?' And I say, 'Yeah.' And they say, 'We need to talk about your thesis.'"""
general_education,48,HIGH,1.0,3,0,True,HIGH,HIGH,HIGH,"""Uses a specific analogy, thought experiment, or concrete example that illuminates the concept accurately""","""Explains a mechanism, phenomenon, or concept from first principles with logical steps"" and ""Uses a specific analogy, thought experiment, or concrete example that illuminates the concept accurately""","""And it's the complete opposite to everyone else. All I did was codify it, and it's probably the world's simplest idea."""
general_education,49,HIGH,1.0,3,0,True,HIGH,HIGH,HIGH,"""Uses a specific analogy, thought experiment, or concrete example that illuminates the concept accurately""","""If you think the value of a company in terms of a pizza. The bigger the overall size of the pizza, the bigger every piece is.""","""If you think the value of a company in terms of a pizza. The bigger the overall size of the pizza, the bigger every piece is."""
general_education,50,HIGH,1.0,3,0,True,HIGH,HIGH,HIGH,"""Explains a mechanism, phenomenon, or concept from first principles with logical steps""","""These all get you on the exact same flight in the exact same seat but each and every price has a purpose and place.""","""These all get you on the exact same flight in the exact same seat but each and every price has a purpose and place."""
general_education,51,HIGH,1.0,3,0,True,HIGH,HIGH,HIGH,"""Explains a mechanism, phenomenon, or concept from first principles with logical steps""","""There are two important chemicals found in all our brains - dopamine and acetylcholine. Dopamine is like a hit of energy when we take risks or meet new people - and it makes extroverts feel great. But introverts are more sensitive to dopamine and get quickly over-stimulated.""","""But while parties leave extroverts energised, after some time, introverts need to recharge... away from everyone."""
general_education,52,HIGH,1.0,3,0,True,HIGH,HIGH,HIGH,"""Explains a mechanism, phenomenon, or concept from first principles with logical steps""","""The first is called Encoding... The last step is retrieval"" (1); ""Here your brain links together, all of the previously unrelated neural activity and connects them into a pattern of associative connections"" (2); ""Your brain locks in this information by making enduring, long-lasting changes in your neural architecture, changes in neuroanatomy and neurochemistry that persists long after you first learned or experienced the information"" (3); ""We can actually see what's going on through brain scans through functional","""The first is called Encoding. This means that your brain takes all of the sights, the sounds, the smells, the tastes, the feelings, the information of what you learned or experienced and translates that into neurological language."""
general_education,53,HIGH,1.0,3,0,True,HIGH,HIGH,HIGH,"""Uses a specific analogy, thought experiment, or concrete example that illuminates the concept accurately""","""We now, for the first time in history have a candidate for the mind of God. It is, cosmic music resonating through 11 dimensional hyperspace.""","""What is physics? Physics is nothing but the laws of harmony that you can write on vibrating strings."""
general_education,54,HIGH,1.0,3,0,True,HIGH,HIGH,HIGH,"""Explains a mechanism, phenomenon, or concept from first principles with logical steps""","""A simple yet terrifying indicator that has predicted every major recession for the last 100 years""",
general_education,55,HIGH,1.0,3,0,True,HIGH,HIGH,HIGH,"""Explains a mechanism, phenomenon, or concept from first principles with logical steps""","""Our fiscal situation is a 350 pound, two-pack-a-day smoker on the ICU table,"" ""I often liken this to the invisible dog fence,"" ""Even though debt has been central to America since 1776,"" ""This is what we have to do"" (Robert Rubin), ""Fiscal policy is not sustainable. The economy essentially blows up.""","""The U.S. spends way more than it brings in and then borrows to cover that deficit."""
general_education,56,HIGH,1.0,3,0,True,HIGH,HIGH,HIGH,"""Explains a mechanism, phenomenon, or concept from first principles with logical steps""","""It is that interconnectivity that creates the risk of a broader conflict starting for no reason other than other conflicts are happening.""","""It is that interconnectivity that creates the risk of a broader conflict starting for no reason other than other conflicts are happening."""
general_education,57,HIGH,1.0,3,0,True,HIGH,HIGH,HIGH,"""Explains a mechanism, phenomenon, or concept from first principles with logical steps""","""Explains a mechanism, phenomenon, or concept from first principles with logical steps"", ""Arrives at a non-obvious insight or counterintuitive conclusion supported by the explanation"", ""Accurately represents complexity — does not oversimplify to the point of inaccuracy""","""If the Fed, ECB or Bank of Japan is forced to hike fast and unexpectedly because something like inflation spikes again, that's going to be an issue."""
general_education,58,HIGH,0.667,2,1,False,HIGH,HIGH,LOW,"""Accurately represents complexity — does not oversimplify to the point of inaccuracy""","""In today's interconnected world, it's more important than ever to safeguard yourself from online threats... It's also one of the...""","""In today's interconnected world, it's more important than ever to safeguard yourself from online threats."""
general_education,59,HIGH,1.0,3,0,True,HIGH,HIGH,HIGH,"""Explains a mechanism, phenomenon, or concept from first principles with logical steps""","""If that weren’t enough, there would also be changes that would happen on a more day-to-day basis. By which I mean, the whole idea of “a day” would be totally different.""","""It may sound implausible -- even to you, Hollywood -- but physicists /have/ actually considered what we could expect if our planet’s rotation were to stop. And I gotta say: It’s not pretty."""
