domain,transcript_index,signal_level,agreement,votes_high,votes_low,all_agree,llama_label,mistral_label,qwen_label,llama_criterion,mistral_criterion,qwen_criterion
general_education,50,HIGH,1.0,3,0,True,HIGH,HIGH,HIGH,"The transcript provides a clear explanation of the price matching strategy among airlines, supported by logical steps and concrete examples.",,The transcript accurately explains a complex mechanism with logical steps and uses an analogy to illuminate the concept.
general_education,51,HIGH,1.0,3,0,True,HIGH,HIGH,HIGH,"The transcript provides a clear and accurate explanation of introversion using scientific theory and personal anecdotes, but lacks actionable steps for viewers.",,The content accurately explains the mechanism behind introversion using logical steps and specific examples without any alarming or conspiratorial framing.
general_education,52,HIGH,1.0,3,0,True,HIGH,HIGH,HIGH,"The transcript provides a clear and logical explanation of the memory formation process, supported by specific examples and analogies.",,The transcript effectively explains memory formation using logical steps and an accurate example.
general_education,53,HIGH,1.0,3,0,True,HIGH,HIGH,HIGH,"The transcript provides a clear and accurate explanation of String Theory and M-Theory, using logical steps, analogies, and concrete examples to illuminate the concept.",,The content accurately explains complex concepts with logical steps and uses an effective analogy.
general_education,54,HIGH,0.667,2,1,False,LOW,HIGH,HIGH,The transcript relies heavily on alarming framing and makes confident causal claims without evidence or logical reasoning.,,"While the explanation is strong in terms of mechanism and complexity representation, it lacks detailed evidence and avoids presenting a simple good-vs-evil narrative."
general_education,55,HIGH,1.0,3,0,True,HIGH,HIGH,HIGH,"The transcript provides a clear explanation of the US fiscal situation and its potential consequences, but does not explicitly provide actionable steps to address the issue.",,The content uses an effective analogy and accurately represents complex fiscal issues without oversimplification.
general_education,56,HIGH,0.667,2,1,False,HIGH,HIGH,LOW,"The transcript provides some non-obvious insights and uses a specific analogy to explain complex phenomena, but it also makes some general statements without evidence or named sources.",,"While the content explains a complex mechanism with logical steps and accurately represents complexity, it uses alarming framing as its primary hook."
general_education,57,HIGH,0.667,2,1,False,HIGH,LOW,HIGH,"The transcript provides some high-quality explanatory content, but also contains some oversimplifications and lacks explicit evidence to support its claims.","While the content provides explanations and examples to support its claims, it starts with an alarming statement about potential risks which is a LOW signal criterion. However, the primary focus of the transcript is on explaining mechanisms, phenomena, or concepts from first principles with logical steps, using specific analogies, thought experiments, or concrete examples, and accurately representing complexity - all HIGH signal criteria.",The content accurately represents complex risks and provides a nuanced explanation without using alarming or conspiratorial framing.
general_education,58,HIGH,0.667,2,1,False,HIGH,HIGH,LOW,"While the transcript meets several high signal criteria, it also exhibits some low signal patterns, particularly in its reliance on general statements and lack of specific evidence or sources.","The text provides an accurate and detailed explanation of a historical event without using alarming or conspiratorial framing, emotional manipulation, or oversimplifying the complexities involved. It also offers historical context and analysis, making it a high-signal piece of general education content.",The presence of motivational language about NordVPN at the end of the transcript introduces a low signal pattern.
general_education,59,HIGH,1.0,3,0,True,HIGH,HIGH,HIGH,"The transcript effectively explains a complex concept from first principles and uses engaging analogies, but also exhibits some unsubstantiated claims and sensationalized tone.",,The explanation accurately represents complex phenomena and arrives at non-obvious insights.
